00.5, None, None
01.5, None, None
02.5, neutral, 0.4
03.5, happy, 0.72
04.5, happy, 0.75
05.5, happy, 0.99
06.5, happy, 0.78
07.5, fear, 0.45
08.5, happy, 0.98
09.5, sad, 0.58
10.5, sad, 0.48
11.5, None, None
